Well;Date;Oil Rate (bopd);Cum oil (bbls)
AD1-15-3H;01/05/2016;981.59;904648.43
AD1-15-3H;01/06/2016;881.42;931091.11
AD1-15-3H;01/07/2016;863.49;957859.43
AD1-15-3H;01/08/2016;805.11;982817.84
AD1-15-3H;01/09/2016;827.67;1007648.05
AD1-15-3H;01/10/2016;797.20;1032361.33
AD1-15-3H;01/11/2016;724.83;1054106.36
AD1-15-4H;01/05/2014;89.10;2762.14
AD1-15-4H;01/06/2014;2639.30;81941.27
AD1-15-4H;01/07/2014;2106.75;147250.58
AD1-15-4H;01/08/2014;1930.91;207108.93
AD1-15-4H;01/09/2014;1474.53;251344.93
AD1-15-4H;01/10/2014;1186.68;288131.92
AD1-15-4H;01/11/2014;805.23;312288.84
AD1-15-4H;01/12/2014;1259.05;351319.48
AD1-15-4H;01/01/2015;899.27;379196.85
AD1-15-4H;01/02/2015;1397.80;418335.34
AD1-15-4H;01/03/2015;1584.65;467459.50
AD1-15-4H;01/04/2015;1754.64;520098.74
AD1-15-4H;01/05/2015;1568.17;568711.97
AD1-15-4H;01/06/2015;1387.08;610324.25
AD1-15-4H;01/07/2015;1096.17;644305.58
AD1-15-4H;01/08/2015;786.01;668672.02
AD1-15-4H;01/09/2015;748.79;691135.70
AD1-15-4H;01/10/2015;801.33;715976.86
AD1-15-4H;01/11/2015;893.80;742790.89
AD1-15-4H;01/12/2015;702.28;764561.45
AD1-15-4H;01/01/2016;483.00;779534.56
AD1-15-4H;01/02/2016;928.47;806460.33
AD1-15-4H;01/03/2016;864.40;833256.85
AD1-15-4H;01/04/2016;634.30;852285.82
AD1-15-4H;01/05/2016;787.93;876711.60
AD1-15-4H;01/06/2016;699.96;897710.29
AD1-15-4H;01/07/2016;702.53;919488.86
AD1-15-4H;01/08/2016;724.52;941949.09
AD1-15-4H;01/09/2016;886.63;968547.88
AD1-15-4H;01/10/2016;772.16;992484.86
AD1-15-4H;01/11/2016;709.89;1013781.58
AD1-15-5H;01/07/2014;907.61;28135.98
AD1-15-5H;01/08/2014;1521.79;75311.57
AD1-15-5H;01/09/2014;1408.97;117580.65
AD1-15-5H;01/10/2014;955.93;147214.43
AD1-15-5H;01/11/2014;329.80;157108.35
AD1-15-5H;01/12/2014;1079.50;190572.99
AD1-15-5H;01/01/2015;1065.48;223602.96
AD1-15-5H;01/02/2015;1099.59;254391.38
AD1-15-5H;01/03/2015;1334.65;295765.46
AD1-15-5H;01/04/2015;1458.84;339530.80
AD1-15-5H;01/05/2015;1177.78;376041.97
AD1-15-5H;01/06/2015;1048.33;407491.77
AD1-15-5H;01/07/2015;1117.89;442146.22
AD1-15-5H;01/08/2015;1000.64;473166.01
AD1-15-5H;01/09/2015;902.06;500227.87
AD1-15-5H;01/10/2015;861.95;526948.24
AD1-15-5H;01/11/2015;390.37;538659.42
AD1-15-5H;01/12/2015;355.57;549682.08
AD1-15-5H;01/01/2016;806.70;574689.63
AD1-15-5H;01/02/2016;518.65;589730.35
AD1-15-5H;01/03/2016;312.54;599419.21
AD1-15-5H;01/04/2016;334.53;609454.97
AD1-15-5H;01/05/2016;348.08;620245.60
AD1-15-5H;01/06/2016;298.36;629196.27
AD1-15-5H;01/07/2016;365.08;640513.64
AD1-15-5H;01/08/2016;338.23;650998.84
AD1-15-5H;01/09/2016;511.91;666356.13
AD1-15-5H;01/10/2016;489.28;681523.65
AD1-15-5H;01/11/2016;406.07;693705.90
AD1-15-6H;01/05/2014;13.84;429.00
AD1-15-6H;01/06/2014;1559.73;47221.00
AD1-15-6H;01/07/2014;1537.55;94885.00
AD1-15-6H;01/08/2014;1585.03;144021.00
AD1-15-6H;01/09/2014;1554.23;190648.00
AD1-15-6H;01/10/2014;1121.66;225419.53
AD1-15-6H;01/11/2014;1570.54;272535.61
AD1-15-6H;01/12/2014;1374.10;315132.79
AD1-15-6H;01/01/2015;1246.44;353772.57
AD1-15-6H;01/02/2015;1122.78;385210.38
AD1-15-6H;01/03/2015;1352.95;427151.75
AD1-15-6H;01/04/2015;1416.35;469642.24
AD1-15-6H;01/05/2015;1217.08;507371.73
AD1-15-6H;01/06/2015;930.36;535282.61
AD1-15-6H;01/07/2015;766.15;559033.35
AD1-15-6H;01/08/2015;1051.07;591616.41
AD1-15-6H;01/09/2015;740.27;613824.36
AD1-15-6H;01/10/2015;149.11;618446.79
AD1-15-6H;01/11/2015;624.43;637179.63
AD1-15-6H;01/12/2015;463.86;651559.19
AD1-15-6H;01/01/2016;805.26;676522.35
AD1-15-6H;01/02/2016;574.80;693191.53
AD1-15-6H;01/03/2016;526.37;709508.88
AD1-15-6H;01/04/2016;368.66;720568.78
AD1-15-6H;01/05/2016;97.63;723595.36
AD1-15-6H;01/06/2016;28.15;724439.99
AD1-15-6H;01/07/2016;19.65;725049.10
AD1-15-6H;01/08/2016;13.79;725476.60
AD1-15-6H;01/09/2016;5.19;725632.32
AD1-15-6H;01/10/2016;3.91;725753.44
AD1-15-6H;01/11/2016;230.41;732665.80
AD1-15-7H;01/03/2014;12.70;393.75
AD1-15-7H;01/04/2014;1442.95;43682.25
AD1-15-7H;01/05/2014;1965.87;104624.25
AD1-15-7H;01/06/2014;1853.07;160216.25
AD1-15-7H;01/07/2014;1782.00;215458.25
AD1-15-7H;01/08/2014;1799.54;271243.85
AD1-15-7H;01/09/2014;1719.28;322822.26
AD1-15-7H;01/10/2014;1118.62;357499.43
AD1-15-7H;01/11/2014;1172.81;392683.81
AD1-15-7H;01/12/2014;1567.91;441288.94
AD1-15-7H;01/01/2015;1430.38;485630.82
AD1-15-7H;01/02/2015;1240.33;520360.06
AD1-15-7H;01/03/2015;1456.12;565499.82
AD1-15-7H;01/04/2015;1408.29;607748.59
AD1-15-7H;01/05/2015;1295.67;647914.37
AD1-15-7H;01/06/2015;1253.63;685523.23
AD1-15-7H;01/07/2015;1194.29;722546.35
AD1-15-7H;01/08/2015;1196.67;759643.17
AD1-15-7H;01/09/2015;1137.87;793779.14
AD1-15-7H;01/10/2015;1133.39;828914.15
AD1-15-7H;01/11/2015;1264.05;866835.66
AD1-15-7H;01/12/2015;613.49;885853.78
AD1-15-7H;01/01/2016;1611.77;935818.50
AD1-15-7H;01/02/2016;1344.57;974811.16
AD1-15-7H;01/03/2016;1373.56;1017391.44
AD1-15-7H;01/04/2016;1049.83;1048886.22
AD1-15-7H;01/05/2016;675.82;1069836.77
AD1-15-7H;01/06/2016;746.98;1092246.14
AD1-15-7H;01/07/2016;769.78;1116109.30
AD1-15-7H;01/08/2016;687.81;1137431.30
AD1-15-7H;01/09/2016;609.47;1155715.42
AD1-15-7H;01/10/2016;557.31;1172992.03
AD1-15-7H;01/11/2016;530.41;1188904.21
AD1-16-1H;01/03/2014;30.64;949.85
AD1-16-1H;01/04/2014;1477.75;45282.35
AD1-16-1H;01/05/2014;1460.71;90564.35
AD1-16-1H;01/06/2014;2229.18;157439.89
AD1-16-1H;01/07/2014;2297.90;228674.75
AD1-16-1H;01/08/2014;2325.06;300751.46
AD1-16-1H;01/09/2014;2035.49;361816.13
AD1-16-1H;01/10/2014;1409.94;405524.15
AD1-16-1H;01/11/2014;1257.77;443257.20
AD1-16-1H;01/12/2014;1102.00;477419.09
AD1-16-1H;01/01/2015;1405.47;520988.66
AD1-16-1H;01/02/2015;1041.15;550140.97
AD1-16-1H;01/03/2015;944.97;579435.00
AD1-16-1H;01/04/2015;814.97;603884.06
AD1-16-1H;01/05/2015;969.49;633938.26
AD1-16-1H;01/06/2015;1086.79;666541.96
AD1-16-1H;01/07/2015;1524.82;713811.34
AD1-16-1H;01/08/2015;1581.41;762835.15
AD1-16-1H;01/09/2015;1557.50;809560.27
AD1-16-1H;01/10/2015;1414.42;853407.23
AD1-16-1H;01/11/2015;1353.36;894007.93
AD1-16-1H;01/12/2015;414.78;906865.96
AD1-16-1H;01/01/2016;15.73;907353.46
AD1-16-2H;01/05/2014;1439.17;44614.13
AD1-16-2H;01/06/2014;1522.53;90290.16
AD1-16-2H;01/07/2014;1368.21;132704.57
AD1-16-2H;01/08/2014;1307.21;173228.11
AD1-16-2H;01/09/2014;1244.62;210566.82
AD1-16-2H;01/10/2014;1121.89;245345.34
AD1-16-2H;01/11/2014;500.37;260356.39
AD1-16-2H;01/12/2014;2.79;260442.74
AD1-16-2H;01/01/2015;0.00;260442.74
AD1-16-2H;01/02/2015;0.00;260442.74
AD1-16-2H;01/03/2015;0.00;260442.74
AD1-16-3H;01/08/2014;492.15;15256.75
AD1-16-3H;01/09/2014;2029.61;76145.08
AD1-16-3H;01/10/2014;1122.56;110944.29
AD1-16-3H;01/11/2014;691.22;131680.74
AD1-16-3H;01/12/2014;713.30;153793.17
AD1-16-3H;01/01/2015;665.90;174436.14
AD1-16-3H;01/02/2015;880.79;199098.29
AD1-16-3H;01/03/2015;272.48;207545.07
AD1-16-3H;01/04/2015;0.00;207545.07
AD1-16-4H;01/05/2014;10.65;330.00
AD1-16-4H;01/06/2014;1538.99;46499.60
AD1-16-4H;01/07/2014;1504.00;93123.60
AD1-16-4H;01/08/2014;1549.42;141155.60
AD1-16-4H;01/09/2014;1531.00;187085.60
AD1-16-4H;01/10/2014;887.60;214601.10
AD1-16-4H;01/11/2014;890.02;241301.56
AD1-16-4H;01/12/2014;255.28;249215.26
AD1-16-4H;01/01/2015;0.00;249215.26
AD1-16-4H;01/02/2015;0.00;249215.26
AD1-16-4H;01/03/2015;0.00;249215.26
AD1-16-4H;01/04/2015;0.00;249215.26
AD1-16-5H;01/05/2014;38.11;1181.56
AD1-16-5H;01/06/2014;110.52;4497.06
AD1-16-5H;01/07/2014;0.00;4497.06
AD1-16-5H;01/08/2014;0.00;4497.06
AD1-16-5H;01/09/2014;0.00;4497.06
AD1-16-5H;01/10/2014;0.00;4497.06
AD1-16-5H;01/11/2014;0.00;4497.06
AD1-16-5H;01/12/2014;0.00;4497.06
AD1-16-5H;01/01/2015;0.00;4497.06
AD1-16-5H;01/02/2015;0.00;4497.06
AD1-16-5H;01/03/2015;0.00;4497.06
AD1-16-5H;01/04/2015;0.00;4497.06
AD1-16-6H;01/08/2014;43.25;1340.63
AD1-16-6H;01/09/2014;681.21;21776.96
AD1-16-6H;01/10/2014;51.52;23373.98
AD1-16-6H;01/11/2014;4.48;23508.28
AD1-16-6H;01/12/2014;0.00;23508.28
AD1-16-6H;01/01/2015;0.00;23508.28
AD1-16-6H;01/02/2015;0.00;23508.28
AD1-16-6H;01/03/2015;0.00;23508.28
AD1-16-7H;01/10/2014;996.99;30906.63
AD1-16-7H;01/11/2014;1177.20;66222.63
AD1-16-7H;01/12/2014;1014.95;97685.98
AD1-16-7H;01/01/2015;860.58;124363.93
AD1-16-7H;01/02/2015;726.58;144708.25
AD1-16-7H;01/03/2015;575.96;162563.14
AD1-16-7H;01/04/2015;516.61;178061.36
AD1-16-7H;01/05/2015;494.62;193394.62
AD1-16-7H;01/06/2015;609.97;211693.69
AD1-16-7H;01/07/2015;558.32;229001.74
AD1-16-7H;01/08/2015;602.74;247686.75
AD1-16-7H;01/09/2015;401.98;259746.11
AD1-16-7H;01/10/2015;166.07;264894.35
AD1-17-1H;01/12/2014;342.23;10609.17
AD1-17-1H;01/01/2015;1687.84;62932.28
AD1-17-1H;01/02/2015;1411.89;102465.15
AD1-17-1H;01/03/2015;1602.81;152152.12
AD1-17-1H;01/04/2015;1612.14;200516.26
AD1-17-1H;01/05/2015;1556.12;248756.10
AD1-17-1H;01/06/2015;1456.70;292457.05
AD1-17-1H;01/07/2015;1518.40;339527.34
AD1-17-1H;01/08/2015;746.09;362656.18
AD1-17-1H;01/09/2015;1620.51;411271.42
AD1-17-1H;01/10/2015;1610.25;461189.25
AD1-17-1H;01/11/2015;1606.63;509388.12
AD1-17-1H;01/12/2015;692.90;530867.99
AD1-17-1H;01/01/2016;1721.67;584239.78
AD1-17-1H;01/02/2016;1485.89;627330.68
AD1-17-1H;01/03/2016;1367.60;669726.20
AD1-17-1H;01/04/2016;1379.10;711099.31
AD1-17-1H;01/05/2016;1388.57;754144.83
AD1-17-1H;01/06/2016;1234.17;791169.80
AD1-17-1H;01/07/2016;1201.59;828419.01
AD1-17-1H;01/08/2016;1083.80;862016.83
AD1-17-1H;01/09/2016;673.16;882211.49
AD1-17-1H;01/10/2016;9.23;882497.49
AD1-17-1H;01/11/2016;16.98;883006.90
AD1-17-2H;01/07/2014;701.74;21754.06
AD1-17-2H;01/08/2014;1696.77;74354.05
AD1-17-2H;01/09/2014;1617.72;122885.62
AD1-17-2H;01/10/2014;1424.43;167042.86
AD1-17-2H;01/11/2014;996.61;196941.16
AD1-17-2H;01/12/2014;1095.38;230897.88
AD1-17-2H;01/01/2015;1228.27;268974.31
AD1-17-2H;01/02/2015;997.24;296897.15
AD1-17-2H;01/03/2015;1756.82;351358.45
AD1-17-2H;01/04/2015;1666.61;401356.63
AD1-17-2H;01/05/2015;1627.06;451795.54
AD1-17-2H;01/06/2015;1683.42;502298.22
AD1-17-2H;01/07/2015;1848.32;559596.06
AD1-17-2H;01/08/2015;1826.42;616215.10
AD1-17-2H;01/09/2015;1393.16;658009.97
AD1-17-2H;01/10/2015;1327.75;699170.28
AD1-17-2H;01/11/2015;1543.30;745469.41
AD1-17-2H;01/12/2015;634.28;765132.15
AD1-17-2H;01/01/2016;1452.71;810166.29
AD1-17-2H;01/02/2016;1642.04;857785.49
AD1-17-2H;01/03/2016;1801.16;913621.34
AD1-17-2H;01/04/2016;1783.57;967128.54
AD1-17-2H;01/05/2016;1281.36;1006850.66
AD1-17-2H;01/06/2016;732.78;1028834.02
AD1-17-2H;01/07/2016;689.73;1050215.73
AD1-17-2H;01/08/2016;823.40;1075741.22
AD1-17-2H;01/09/2016;1062.02;1107601.87
AD1-17-2H;01/10/2016;1111.85;1142069.25
AD1-17-2H;01/11/2016;1150.38;1176580.63
AD1-17-3H;01/04/2014;132.26;3967.75
AD1-17-3H;01/05/2014;1934.13;63925.75
AD1-17-3H;01/06/2014;1934.90;121972.60
AD1-17-3H;01/07/2014;1683.96;174175.51
AD1-17-3H;01/08/2014;1550.55;222242.53
AD1-17-3H;01/09/2014;1431.80;265196.67
AD1-17-3H;01/10/2014;1301.52;305543.67
AD1-17-3H;01/11/2014;1115.89;339020.39
AD1-17-3H;01/12/2014;1025.35;370806.21
AD1-17-3H;01/01/2015;1043.11;403142.49
AD1-17-3H;01/02/2015;1082.50;433452.36
AD1-17-3H;01/03/2015;1743.04;487486.69
AD1-17-3H;01/04/2015;1898.03;544427.49
AD1-17-3H;01/05/2015;1714.31;597571.13
AD1-17-3H;01/06/2015;1658.25;647318.73
AD1-17-3H;01/07/2015;1683.60;699510.21
AD1-17-3H;01/08/2015;1669.41;751261.92
AD1-17-3H;01/09/2015;1643.92;800579.50
AD1-17-3H;01/10/2015;1631.54;851157.26
AD1-17-3H;01/11/2015;1646.24;900544.33
AD1-17-3H;01/12/2015;596.74;919043.39
AD1-17-3H;01/01/2016;1319.46;959946.67
AD1-17-3H;01/02/2016;1150.84;993321.13
AD1-17-3H;01/03/2016;1008.56;1024586.49
AD1-17-3H;01/04/2016;1127.81;1058420.67
AD1-17-3H;01/05/2016;925.74;1087118.61
AD1-17-3H;01/06/2016;873.80;1113332.73
AD1-17-3H;01/07/2016;777.62;1137439.03
AD1-17-3H;01/08/2016;643.28;1157380.63
AD1-17-3H;01/09/2016;705.26;1178538.35
AD1-17-3H;01/10/2016;458.08;1192738.71
AD1-17-3H;01/11/2016;426.63;1205537.75
AD1-17-4H;01/08/2014;29.81;924.00
AD1-17-4H;01/09/2014;3093.57;93731.19
AD1-17-4H;01/10/2014;1504.79;140379.68
AD1-17-4H;01/11/2014;1199.04;176350.99
AD1-17-4H;01/12/2014;683.12;197527.69
AD1-17-4H;01/01/2015;1108.72;231898.06
AD1-17-4H;01/02/2015;1121.50;263300.13
AD1-17-4H;01/03/2015;1023.45;295026.99
AD1-17-4H;01/04/2015;1574.35;342257.39
AD1-17-4H;01/05/2015;1985.25;403800.23
AD1-17-4H;01/06/2015;1851.17;459335.47
AD1-17-4H;01/07/2015;1833.77;516182.25
AD1-17-4H;01/08/2015;1483.48;562170.09
AD1-17-4H;01/09/2015;1401.74;604222.34
AD1-17-4H;01/10/2015;1389.38;647293.13
AD1-17-4H;01/11/2015;1501.23;692329.94
AD1-17-4H;01/12/2015;686.58;713613.80
AD1-17-4H;01/01/2016;1221.68;751485.77
AD1-17-4H;01/02/2016;935.21;778606.80
AD1-17-4H;01/03/2016;632.02;798199.56
AD1-17-4H;01/04/2016;599.71;816190.78
AD1-17-4H;01/05/2016;607.89;835035.42
AD1-17-4H;01/06/2016;704.43;856168.43
AD1-17-4H;01/07/2016;626.11;875577.84
AD1-17-4H;01/08/2016;645.75;895596.10
AD1-17-4H;01/09/2016;617.66;914125.94
AD1-17-4H;01/10/2016;579.79;932099.40
AD1-17-4H;01/11/2016;628.33;950949.39
AD1-17-5H;01/09/2014;33.43;1002.85
AD1-17-5H;01/10/2014;317.90;10857.62
AD1-17-5H;01/11/2014;999.79;40851.27
AD1-17-5H;01/12/2014;1522.46;88047.40
AD1-17-5H;01/01/2015;1525.12;135326.06
AD1-17-5H;01/02/2015;1401.45;174566.68
AD1-17-5H;01/03/2015;1287.08;214466.06
AD1-17-5H;01/04/2015;975.06;243717.76
AD1-17-5H;01/05/2015;1967.93;304723.54
AD1-17-5H;01/06/2015;1837.91;359860.83
AD1-17-5H;01/07/2015;1853.20;417310.09
AD1-17-5H;01/08/2015;1797.19;473023.13
AD1-17-5H;01/09/2015;1692.01;523783.52
AD1-17-5H;01/10/2015;1688.80;576136.45
AD1-17-5H;01/11/2015;1361.34;616976.78
AD1-17-5H;01/12/2015;608.69;635846.22
AD1-17-5H;01/01/2016;1256.38;674794.10
AD1-17-5H;01/02/2016;1168.40;708677.60
AD1-17-5H;01/03/2016;970.08;738750.04
AD1-17-5H;01/04/2016;802.13;762813.98
AD1-17-5H;01/05/2016;824.40;788370.24
AD1-17-5H;01/06/2016;726.65;810169.69
AD1-17-5H;01/07/2016;716.70;832387.25
AD1-17-5H;01/08/2016;680.86;853493.92
AD1-17-5H;01/09/2016;633.06;872485.67
AD1-17-5H;01/10/2016;637.60;892251.34
AD1-17-5H;01/11/2016;620.86;910877.15
AD1-17-6H;01/04/2015;780.66;23419.79
AD1-17-6H;01/05/2015;986.53;54002.09
AD1-17-6H;01/06/2015;1499.11;98975.26
AD1-17-6H;01/07/2015;1562.01;147397.46
AD1-17-6H;01/08/2015;1714.62;200550.56
AD1-17-6H;01/09/2015;1489.56;245237.49
AD1-17-6H;01/10/2015;1355.65;287262.75
AD1-17-6H;01/11/2015;1303.81;326376.95
AD1-17-6H;01/12/2015;574.70;344192.79
AD1-17-6H;01/01/2016;898.40;372043.21
AD1-17-6H;01/02/2016;669.66;391463.33
AD1-17-6H;01/03/2016;627.91;410928.65
AD1-17-6H;01/04/2016;1028.36;441779.38
AD1-17-6H;01/05/2016;983.61;472271.16
AD1-17-6H;01/06/2016;902.73;499352.92
AD1-17-6H;01/07/2016;344.81;510042.12
AD1-17-6H;01/08/2016;318.42;519913.17
AD1-17-6H;01/09/2016;645.29;539272.02
AD1-17-6H;01/10/2016;849.46;565605.19
AD1-17-6H;01/11/2016;662.22;585471.65
AD1-17-7H;01/12/2014;107.44;3330.70
AD1-17-7H;01/01/2015;1053.58;35991.77
AD1-17-7H;01/02/2015;815.49;58825.52
AD1-17-7H;01/03/2015;1289.47;98799.07
AD1-17-7H;01/04/2015;1593.48;146603.38
AD1-17-7H;01/05/2015;1228.33;184681.67
AD1-17-7H;01/06/2015;1094.67;217521.80
AD1-17-7H;01/07/2015;1183.20;254201.08
AD1-17-7H;01/08/2015;991.23;284929.35
AD1-17-7H;01/09/2015;1392.48;326703.84
AD1-17-7H;01/10/2015;1786.59;382088.28
AD1-17-7H;01/11/2015;1764.92;435035.82
AD1-17-7H;01/12/2015;820.51;460471.58
AD1-17-7H;01/01/2016;1889.57;519048.32
AD1-17-7H;01/02/2016;1870.20;573283.99
AD1-17-7H;01/03/2016;1810.73;629416.60
AD1-17-7H;01/04/2016;1791.61;683164.97
AD1-17-7H;01/05/2016;1667.94;734870.98
AD1-17-7H;01/06/2016;1657.23;784587.75
AD1-17-7H;01/07/2016;1583.47;833675.45
AD1-17-7H;01/08/2016;1291.24;873703.88
AD1-17-7H;01/09/2016;1531.92;919661.54
AD1-17-7H;01/10/2016;1710.62;972690.91
AD1-17-7H;01/11/2016;1531.81;1018645.06
AD1-18-1H;01/10/2014;151.04;4682.14
AD1-18-1H;01/11/2014;1341.87;44938.21
AD1-18-1H;01/12/2014;798.20;69682.56
AD1-18-1H;01/01/2015;772.05;93615.97
AD1-18-1H;01/02/2015;402.91;104897.35
AD1-18-1H;01/03/2015;126.31;108813.09
AD1-18-1H;01/04/2015;629.07;127685.10
AD1-18-1H;01/05/2015;753.62;151047.17
AD1-18-1H;01/06/2015;756.94;173755.45
AD1-18-1H;01/07/2015;853.80;200223.11
AD1-18-1H;01/08/2015;532.45;216729.11
AD1-18-1H;01/09/2015;81.02;219159.74
AD1-18-1H;01/10/2015;0.00;219159.74
AD1-18-2H;01/10/2014;740.64;22959.84
AD1-18-2H;01/11/2014;1580.47;70373.98
AD1-18-2H;01/12/2014;1508.34;117132.56
AD1-18-2H;01/01/2015;1379.67;159902.39
AD1-18-2H;01/02/2015;888.34;184775.90
AD1-18-2H;01/03/2015;3.05;184870.43
AD1-18-2H;01/04/2015;0.00;184870.43
AD1-18-2H;01/05/2015;0.00;184870.43
AD1-18-2H;01/06/2015;0.00;184870.43
AD1-18-2H;01/07/2015;0.00;184870.43
AD1-18-3H;01/10/2014;922.65;28602.11
AD1-18-3H;01/11/2014;1116.00;62082.11
AD1-18-3H;01/12/2014;1080.74;95584.98
AD1-18-3H;01/01/2015;981.63;126015.58
AD1-18-3H;01/02/2015;562.62;141769.06
AD1-18-3H;01/03/2015;11.23;142117.31
AD1-18-3H;01/04/2015;0.00;142117.31
AD1-18-3H;01/05/2015;0.00;142117.31
AD1-18-3H;01/06/2015;0.00;142117.31
AD1-18-4H;01/09/2014;1584.36;47530.80
AD1-18-4H;01/10/2014;713.19;69639.73
AD1-18-4H;01/11/2014;309.81;78933.97
AD1-18-4H;01/12/2014;0.00;78933.97
AD1-18-4H;01/01/2015;0.00;78933.97
AD1-18-4H;01/02/2015;0.00;78933.97
AD1-18-4H;01/03/2015;0.00;78933.97
AD1-18-4H;01/04/2015;0.00;78933.97
AD1-18-4H;01/05/2015;0.00;78933.97
AD1-18-4H;01/06/2015;0.00;78933.97
AD1-18-5H;01/09/2014;565.75;16972.50
AD1-18-5H;01/10/2014;1533.39;64507.45
AD1-18-5H;01/11/2014;1454.94;108155.68
AD1-18-5H;01/12/2014;1203.61;145467.52
AD1-18-5H;01/01/2015;1108.69;179836.97
AD1-18-5H;01/02/2015;1128.89;211445.81
AD1-18-5H;01/03/2015;1015.45;242924.73
AD1-18-5H;01/04/2015;914.67;270364.92
AD1-18-5H;01/05/2015;818.11;295726.34
AD1-18-5H;01/06/2015;260.99;303555.98
AD1-18-5H;01/07/2015;0.00;303555.98
AD1-19-1H;01/07/2015;835.71;25906.90
AD1-19-1H;01/08/2015;1120.03;60627.91
AD1-19-1H;01/09/2015;684.48;81162.45
AD1-19-1H;01/10/2015;1649.09;132284.29
AD1-19-1H;01/11/2015;1919.01;189854.58
AD1-19-1H;01/12/2015;748.21;213048.96
AD1-19-1H;01/01/2016;1740.65;267009.04
AD1-19-1H;01/02/2016;1484.10;310048.04
AD1-19-1H;01/03/2016;1727.60;363603.71
AD1-19-1H;01/04/2016;1634.20;412629.79
AD1-19-1H;01/05/2016;1592.11;461985.12
AD1-19-1H;01/06/2016;1532.60;507963.14
AD1-19-1H;01/07/2016;1504.37;554598.56
AD1-19-1H;01/08/2016;1380.44;597392.23
AD1-19-1H;01/09/2016;1228.61;634250.67
AD1-19-1H;01/10/2016;1240.57;672708.24
AD1-19-1H;01/11/2016;1064.70;704649.29
AD1-19-2H;01/04/2015;977.67;29330.03
AD1-19-2H;01/05/2015;1631.24;79898.60
AD1-19-2H;01/06/2015;1433.59;122906.32
AD1-19-2H;01/07/2015;1245.06;161503.27
AD1-19-2H;01/08/2015;1084.77;195131.26
AD1-19-2H;01/09/2015;1314.39;234562.91
AD1-19-2H;01/10/2015;1097.67;268590.76
AD1-19-2H;01/11/2015;595.38;286452.07
AD1-19-2H;01/12/2015;615.07;305519.27
AD1-19-2H;01/01/2016;1744.06;359585.10
AD1-19-2H;01/02/2016;1872.13;413876.75
AD1-19-2H;01/03/2016;1550.42;461939.85
AD1-19-2H;01/04/2016;1675.19;512195.53
AD1-19-2H;01/05/2016;1769.01;567034.70
AD1-19-2H;01/06/2016;1674.45;617268.15
AD1-19-2H;01/07/2016;1753.26;671619.11
AD1-19-2H;01/08/2016;1618.82;721802.38
AD1-19-2H;01/09/2016;1595.09;769655.17
AD1-19-2H;01/10/2016;1710.56;822682.59
AD1-19-2H;01/11/2016;1503.39;867784.28
AD1-19-3H;01/12/2014;1444.51;44779.78
AD1-19-3H;01/01/2015;1809.63;100878.16
AD1-19-3H;01/02/2015;821.48;123879.65
AD1-19-3H;01/03/2015;239.17;131294.00
AD1-19-3H;01/04/2015;1981.46;190737.66
AD1-19-3H;01/05/2015;1701.11;243472.12
AD1-19-3H;01/06/2015;1517.21;288988.33
AD1-19-3H;01/07/2015;1440.28;333637.00
AD1-19-3H;01/08/2015;933.08;362562.57
AD1-19-3H;01/09/2015;1077.96;394901.38
AD1-19-3H;01/10/2015;1600.17;444506.59
AD1-19-3H;01/11/2015;1516.08;489989.09
AD1-19-3H;01/12/2015;611.12;508933.71
AD1-19-3H;01/01/2016;1482.33;554885.98
AD1-19-3H;01/02/2016;1678.10;603550.95
AD1-19-3H;01/03/2016;1742.14;657557.14
AD1-19-3H;01/04/2016;1579.49;704941.73
AD1-19-3H;01/05/2016;1784.83;760271.36
AD1-19-3H;01/06/2016;1622.16;808936.17
AD1-19-3H;01/07/2016;1501.31;855476.93
AD1-19-3H;01/08/2016;1375.24;898109.44
AD1-19-3H;01/09/2016;1254.74;935751.57
AD1-19-3H;01/10/2016;1238.09;974132.26
AD1-19-3H;01/11/2016;1297.49;1013057.03
AD1-19-4H;01/05/2015;688.63;21347.46
AD1-19-4H;01/06/2015;1209.05;57618.94
AD1-19-4H;01/07/2015;1612.81;107615.96
AD1-19-4H;01/08/2015;1380.69;150417.35
AD1-19-4H;01/09/2015;1041.21;181653.74
AD1-19-4H;01/10/2015;1825.93;238257.44
AD1-19-4H;01/11/2015;1804.79;292401.25
AD1-19-4H;01/12/2015;675.21;313332.90
AD1-19-4H;01/01/2016;1578.97;362280.87
AD1-19-4H;01/02/2016;1755.42;413188.13
AD1-19-4H;01/03/2016;1528.45;460569.98
AD1-19-4H;01/04/2016;1555.37;507231.06
AD1-19-4H;01/05/2016;1450.96;552210.78
AD1-19-4H;01/06/2016;1437.67;595340.81
AD1-19-4H;01/07/2016;1444.58;640122.69
AD1-19-4H;01/08/2016;1395.62;683387.05
AD1-19-4H;01/09/2016;1275.34;721647.13
AD1-19-4H;01/10/2016;1361.50;763853.77
AD1-19-4H;01/11/2016;1226.30;800642.77
AD1-19-5H;01/10/2014;356.07;11038.08
AD1-19-5H;01/11/2014;1156.46;45731.76
AD1-19-5H;01/12/2014;1271.43;85146.05
AD1-19-5H;01/01/2015;1222.02;123028.77
AD1-19-5H;01/02/2015;249.85;130024.54
AD1-19-5H;01/03/2015;127.65;133981.76
AD1-19-5H;01/04/2015;993.10;163774.73
AD1-19-5H;01/05/2015;1053.30;196426.88
AD1-19-5H;01/06/2015;1345.81;236801.10
AD1-19-5H;01/07/2015;1086.87;270493.97
